1, private, regions_unexplored:alpha_grove, MONSTER, minecraft:spider, 80, 4, 4
115, private, regions_unexplored:baobab_savanna, CREATURE, minecraft:donkey, 5, 1, 3
116, private, regions_unexplored:baobab_savanna, AMBIENT, minecraft:bat, 10, 8, 8
117, private, regions_unexplored:baobab_savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
118, plains, regions_unexplored:barley_fields, MONSTER, minecraft:spider, 80, 4, 4
119, plains, regions_unexplored:barley_fields, MONSTER, minecraft:zombie, 80, 4, 4
120, plains, regions_unexplored:barley_fields, MONSTER, minecraft:zombie_villager, 5, 1, 1
121, plains, regions_unexplored:barley_fields, MONSTER, minecraft:skeleton, 80, 4, 4
122, plains, regions_unexplored:barley_fields, MONSTER, minecraft:creeper, 80, 4, 4
123, plains, regions_unexplored:barley_fields, MONSTER, minecraft:slime, 80, 4, 4
124, plains, regions_unexplored:barley_fields, MONSTER, minecraft:enderman, 10, 1, 4
125, plains, regions_unexplored:barley_fields, MONSTER, minecraft:witch, 5, 1, 1
126, plains, regions_unexplored:barley_fields, MONSTER, uselessreptile:moleclaw, 80, 1, 1
127, plains, regions_unexplored:barley_fields, MONSTER, graveyard:nightmare, 10, 1, 1
128, plains, regions_unexplored:barley_fields, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
129, plains, regions_unexplored:barley_fields, CREATURE, minecraft:sheep, 12, 4, 4
130, plains, regions_unexplored:barley_fields, CREATURE, minecraft:pig, 10, 4, 4
131, plains, regions_unexplored:barley_fields, CREATURE, minecraft:chicken, 10, 4, 4
132, plains, regions_unexplored:barley_fields, CREATURE, minecraft:cow, 8, 4, 4
133, plains, regions_unexplored:barley_fields, CREATURE, minecraft:horse, 5, 2, 6
134, plains, regions_unexplored:barley_fields, CREATURE, minecraft:donkey, 5, 1, 3
135, plains, regions_unexplored:barley_fields, AMBIENT, minecraft:bat, 10, 8, 8
136, plains, regions_unexplored:barley_fields, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
137, nether, minecraft:basalt_deltas, MONSTER, minecraft:ghast, 40, 1, 1
138, nether, minecraft:basalt_deltas, MONSTER, minecraft:magma_cube, 80, 2, 5
139, nether, minecraft:basalt_deltas, MONSTER, minecraft:zombified_piglin, 5, 1, 4
140, nether, minecraft:basalt_deltas, CREATURE, minecraft:strider, 60, 1, 2
141, swamp, regions_unexplored:bayou, MONSTER, minecraft:spider, 80, 4, 4
142, swamp, regions_unexplored:bayou, MONSTER, minecraft:zombie, 80, 4, 4
143, swamp, regions_unexplored:bayou, MONSTER, minecraft:zombie_villager, 5, 1, 1
144, swamp, regions_unexplored:bayou, MONSTER, minecraft:skeleton, 80, 4, 4
145, swamp, regions_unexplored:bayou, MONSTER, minecraft:creeper, 80, 4, 4
146, swamp, regions_unexplored:bayou, MONSTER, minecraft:slime, 80, 4, 4
147, swamp, regions_unexplored:bayou, MONSTER, minecraft:enderman, 10, 1, 4
148, swamp, regions_unexplored:bayou, MONSTER, minecraft:witch, 5, 1, 1
149, swamp, regions_unexplored:bayou, MONSTER, minecraft:slime, 5, 1, 1
150, swamp, regions_unexplored:bayou, MONSTER, graveyard:ghoul, 25, 2, 5
151, swamp, regions_unexplored:bayou, MONSTER, uselessreptile:moleclaw, 80, 1, 1
152, swamp, regions_unexplored:bayou, MONSTER, graveyard:nightmare, 10, 1, 1
153, swamp, regions_unexplored:bayou, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
154, swamp, regions_unexplored:bayou, CREATURE, minecraft:sheep, 12, 4, 4
155, swamp, regions_unexplored:bayou, CREATURE, minecraft:pig, 10, 4, 4
156, swamp, regions_unexplored:bayou, CREATURE, minecraft:chicken, 10, 4, 4
157, swamp, regions_unexplored:bayou, CREATURE, minecraft:cow, 8, 4, 4
158, swamp, regions_unexplored:bayou, CREATURE, uselessreptile:wyvern, 5, 1, 1
159, swamp, regions_unexplored:bayou, AMBIENT, minecraft:bat, 10, 8, 8
160, swamp, regions_unexplored:bayou, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
161, beach, minecraft:beach, MONSTER, minecraft:spider, 80, 4, 4
162, beach, minecraft:beach, MONSTER, minecraft:zombie, 80, 4, 4
163, beach, minecraft:beach, MONSTER, minecraft:zombie_villager, 5, 1, 1
164, beach, minecraft:beach, MONSTER, minecraft:skeleton, 80, 4, 4
165, beach, minecraft:beach, MONSTER, minecraft:creeper, 80, 4, 4
166, beach, minecraft:beach, MONSTER, minecraft:slime, 80, 4, 4
167, beach, minecraft:beach, MONSTER, minecraft:enderman, 10, 1, 4
168, beach, minecraft:beach, MONSTER, minecraft:witch, 5, 1, 1
169, beach, minecraft:beach, MONSTER, uselessreptile:moleclaw, 80, 1, 1
170, beach, minecraft:beach, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
171, beach, minecraft:beach, AMBIENT, minecraft:bat, 10, 8, 8
172, beach, minecraft:beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
173, private, regions_unexplored:bioshroom_caves, MONSTER, minecraft:spider, 80, 4, 4
174, private, regions_unexplored:bioshroom_caves, MONSTER, minecraft:zombie, 80, 4, 4
175, private, regions_unexplored:bioshroom_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
176, private, regions_unexplored:bioshroom_caves, MONSTER, minecraft:skeleton, 80, 4, 4
177, private, regions_unexplored:bioshroom_caves, MONSTER, minecraft:creeper, 80, 4, 4
178, private, regions_unexplored:bioshroom_caves, MONSTER, minecraft:slime, 80, 4, 4
179, private, regions_unexplored:bioshroom_caves, MONSTER, minecraft:enderman, 10, 1, 4
180, private, regions_unexplored:bioshroom_caves, MONSTER, minecraft:witch, 5, 1, 1
181, private, regions_unexplored:bioshroom_caves, MONSTER, uselessreptile:moleclaw, 80, 1, 1
182, private, regions_unexplored:bioshroom_caves, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
183, private, regions_unexplored:bioshroom_caves, AMBIENT, minecraft:bat, 10, 8, 8
184, private, regions_unexplored:bioshroom_caves, AXOLOTLS, minecraft:axolotl, 10, 4, 6
185, private, regions_unexplored:bioshroom_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
186, private, regions_unexplored:bioshroom_caves, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
187, forest, minecraft:birch_forest, MONSTER, minecraft:spider, 80, 4, 4
188, forest, minecraft:birch_forest, MONSTER, minecraft:zombie, 80, 4, 4
189, forest, minecraft:birch_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
190, forest, minecraft:birch_forest, MONSTER, minecraft:skeleton, 80, 4, 4
191, forest, minecraft:birch_forest, MONSTER, minecraft:creeper, 80, 4, 4
192, forest, minecraft:birch_forest, MONSTER, minecraft:slime, 80, 4, 4
193, forest, minecraft:birch_forest, MONSTER, minecraft:enderman, 10, 1, 4
194, forest, minecraft:birch_forest, MONSTER, minecraft:witch, 5, 1, 1
195, forest, minecraft:birch_forest, MONSTER, direbats:direbat, 36, 1, 3
196, forest, minecraft:birch_forest, MONSTER, graveyard:ghoul, 25, 2, 5
197, forest, minecraft:birch_forest, MONSTER, uselessreptile:moleclaw, 80, 1, 1
198, forest, minecraft:birch_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
199, forest, minecraft:birch_forest, CREATURE, minecraft:sheep, 12, 4, 4
200, forest, minecraft:birch_forest, CREATURE, minecraft:pig, 10, 4, 4
201, forest, minecraft:birch_forest, CREATURE, minecraft:chicken, 10, 4, 4
202, forest, minecraft:birch_forest, CREATURE, minecraft:cow, 8, 4, 4
203, forest, minecraft:birch_forest, AMBIENT, minecraft:bat, 10, 8, 8
204, forest, minecraft:birch_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
205, nether, regions_unexplored:blackstone_basin, MONSTER, minecraft:zombified_piglin, 25, 4, 4
206, nether, regions_unexplored:blackstone_basin, MONSTER, minecraft:wither_skeleton, 20, 1, 4
207, nether, regions_unexplored:blackstone_basin, MONSTER, minecraft:enderman, 5, 1, 2
208, nether, regions_unexplored:blackstone_basin, MONSTER, minecraft:ghast, 3, 4, 4
209, nether, regions_unexplored:blackstone_basin, CREATURE, minecraft:strider, 60, 1, 2
210, forest, regions_unexplored:blackwood_forest, MONSTER, minecraft:slime, 8, 4, 4
211, forest, regions_unexplored:blackwood_forest, MONSTER, minecraft:spider, 80, 4, 4
212, forest, regions_unexplored:blackwood_forest, MONSTER, minecraft:zombie, 80, 4, 4
213, forest, regions_unexplored:blackwood_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
214, forest, regions_unexplored:blackwood_forest, MONSTER, minecraft:skeleton, 80, 4, 4
215, forest, regions_unexplored:blackwood_forest, MONSTER, minecraft:creeper, 80, 4, 4
216, forest, regions_unexplored:blackwood_forest, MONSTER, minecraft:slime, 80, 4, 4
217, forest, regions_unexplored:blackwood_forest, MONSTER, minecraft:enderman, 10, 1, 4
218, forest, regions_unexplored:blackwood_forest, MONSTER, minecraft:witch, 5, 1, 1
219, forest, regions_unexplored:blackwood_forest, MONSTER, direbats:direbat, 36, 1, 3
220, forest, regions_unexplored:blackwood_forest, MONSTER, graveyard:ghoul, 25, 2, 5
221, forest, regions_unexplored:blackwood_forest, MONSTER, uselessreptile:moleclaw, 80, 1, 1
222, forest, regions_unexplored:blackwood_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
223, forest, regions_unexplored:blackwood_forest, CREATURE, minecraft:sheep, 12, 4, 4
224, forest, regions_unexplored:blackwood_forest, CREATURE, minecraft:pig, 10, 4, 4
225, forest, regions_unexplored:blackwood_forest, CREATURE, minecraft:chicken, 10, 4, 4
226, forest, regions_unexplored:blackwood_forest, CREATURE, minecraft:cow, 8, 4, 4
227, forest, regions_unexplored:blackwood_forest, AMBIENT, minecraft:bat, 10, 8, 8
228, forest, regions_unexplored:blackwood_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
229, forest, regions_unexplored:blackwood_forest, WATER_AMBIENT, minecraft:tropical_fish, 5, 1, 5
230, forest, regions_unexplored:boreal_forest, MONSTER, minecraft:spider, 80, 4, 4
231, forest, regions_unexplored:boreal_forest, MONSTER, minecraft:zombie, 80, 4, 4
232, forest, regions_unexplored:boreal_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
233, forest, regions_unexplored:boreal_forest, MONSTER, minecraft:skeleton, 80, 4, 4
234, forest, regions_unexplored:boreal_forest, MONSTER, minecraft:creeper, 80, 4, 4
235, forest, regions_unexplored:boreal_forest, MONSTER, minecraft:slime, 80, 4, 4
236, forest, regions_unexplored:boreal_forest, MONSTER, minecraft:enderman, 10, 1, 4
237, forest, regions_unexplored:boreal_forest, MONSTER, minecraft:witch, 5, 1, 1
238, forest, regions_unexplored:boreal_forest, MONSTER, direbats:direbat, 36, 1, 3
239, forest, regions_unexplored:boreal_forest, MONSTER, graveyard:ghoul, 25, 2, 5
240, forest, regions_unexplored:boreal_forest, MONSTER, uselessreptile:moleclaw, 80, 1, 1
241, forest, regions_unexplored:boreal_forest, MONSTER, graveyard:revenant, 25, 5, 8
242, forest, regions_unexplored:boreal_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
243, forest, regions_unexplored:boreal_forest, CREATURE, minecraft:sheep, 12, 4, 4
244, forest, regions_unexplored:boreal_forest, CREATURE, minecraft:pig, 10, 4, 4
245, forest, regions_unexplored:boreal_forest, CREATURE, minecraft:chicken, 10, 4, 4
246, forest, regions_unexplored:boreal_forest, CREATURE, minecraft:cow, 8, 4, 4
247, forest, regions_unexplored:boreal_forest, CREATURE, minecraft:wolf, 8, 4, 4
248, forest, regions_unexplored:boreal_forest, CREATURE, minecraft:fox, 8, 2, 4
249, forest, regions_unexplored:boreal_forest, AMBIENT, minecraft:bat, 10, 8, 8
250, forest, regions_unexplored:boreal_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
251, beach, regions_unexplored:chalk_cliffs, MONSTER, minecraft:spider, 80, 4, 4
252, beach, regions_unexplored:chalk_cliffs, MONSTER, minecraft:zombie, 80, 4, 4
253, beach, regions_unexplored:chalk_cliffs, MONSTER, minecraft:zombie_villager, 5, 1, 1
254, beach, regions_unexplored:chalk_cliffs, MONSTER, minecraft:skeleton, 80, 4, 4
255, beach, regions_unexplored:chalk_cliffs, MONSTER, minecraft:creeper, 80, 4, 4
256, beach, regions_unexplored:chalk_cliffs, MONSTER, minecraft:slime, 80, 4, 4
257, beach, regions_unexplored:chalk_cliffs, MONSTER, minecraft:enderman, 10, 1, 4
258, beach, regions_unexplored:chalk_cliffs, MONSTER, minecraft:witch, 5, 1, 1
259, beach, regions_unexplored:chalk_cliffs, MONSTER, uselessreptile:moleclaw, 80, 1, 1
260, beach, regions_unexplored:chalk_cliffs, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
261, beach, regions_unexplored:chalk_cliffs, CREATURE, minecraft:sheep, 12, 4, 4
262, beach, regions_unexplored:chalk_cliffs, CREATURE, minecraft:pig, 10, 4, 4
263, beach, regions_unexplored:chalk_cliffs, CREATURE, minecraft:chicken, 10, 4, 4
264, beach, regions_unexplored:chalk_cliffs, CREATURE, minecraft:cow, 8, 4, 4
265, beach, regions_unexplored:chalk_cliffs, AMBIENT, minecraft:bat, 10, 8, 8
266, beach, regions_unexplored:chalk_cliffs, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
267, forest, regions_unexplored:cherry_hills, MONSTER, minecraft:spider, 80, 4, 4
268, forest, regions_unexplored:cherry_hills, MONSTER, minecraft:zombie, 80, 4, 4
269, forest, regions_unexplored:cherry_hills, MONSTER, minecraft:zombie_villager, 5, 1, 1
270, forest, regions_unexplored:cherry_hills, MONSTER, minecraft:skeleton, 80, 4, 4
271, forest, regions_unexplored:cherry_hills, MONSTER, minecraft:creeper, 80, 4, 4
272, forest, regions_unexplored:cherry_hills, MONSTER, minecraft:slime, 80, 4, 4
273, forest, regions_unexplored:cherry_hills, MONSTER, minecraft:enderman, 10, 1, 4
274, forest, regions_unexplored:cherry_hills, MONSTER, minecraft:witch, 5, 1, 1
275, forest, regions_unexplored:cherry_hills, MONSTER, direbats:direbat, 36, 1, 3
276, forest, regions_unexplored:cherry_hills, MONSTER, graveyard:ghoul, 25, 2, 5
277, forest, regions_unexplored:cherry_hills, MONSTER, uselessreptile:moleclaw, 80, 1, 1
278, forest, regions_unexplored:cherry_hills, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
279, forest, regions_unexplored:cherry_hills, CREATURE, minecraft:fox, 8, 2, 4
280, forest, regions_unexplored:cherry_hills, CREATURE, minecraft:sheep, 12, 4, 4
281, forest, regions_unexplored:cherry_hills, CREATURE, minecraft:pig, 10, 4, 4
282, forest, regions_unexplored:cherry_hills, CREATURE, minecraft:chicken, 10, 4, 4
283, forest, regions_unexplored:cherry_hills, CREATURE, minecraft:cow, 8, 4, 4
284, forest, regions_unexplored:cherry_hills, AMBIENT, minecraft:bat, 10, 8, 8
285, forest, regions_unexplored:cherry_hills, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
286, icy, regions_unexplored:cold_boreal_forest, MONSTER, minecraft:spider, 80, 4, 4
287, icy, regions_unexplored:cold_boreal_forest, MONSTER, minecraft:zombie, 80, 4, 4
288, icy, regions_unexplored:cold_boreal_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
289, icy, regions_unexplored:cold_boreal_forest, MONSTER, minecraft:skeleton, 80, 4, 4
290, icy, regions_unexplored:cold_boreal_forest, MONSTER, minecraft:creeper, 80, 4, 4
291, icy, regions_unexplored:cold_boreal_forest, MONSTER, minecraft:slime, 80, 4, 4
292, icy, regions_unexplored:cold_boreal_forest, MONSTER, minecraft:enderman, 10, 1, 4
293, icy, regions_unexplored:cold_boreal_forest, MONSTER, minecraft:witch, 5, 1, 1
294, icy, regions_unexplored:cold_boreal_forest, MONSTER, direbats:direbat, 36, 1, 3
295, icy, regions_unexplored:cold_boreal_forest, MONSTER, uselessreptile:moleclaw, 80, 1, 1
296, icy, regions_unexplored:cold_boreal_forest, MONSTER, graveyard:revenant, 25, 5, 8
297, icy, regions_unexplored:cold_boreal_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
298, icy, regions_unexplored:cold_boreal_forest, CREATURE, minecraft:sheep, 12, 4, 4
299, icy, regions_unexplored:cold_boreal_forest, CREATURE, minecraft:pig, 10, 4, 4
300, icy, regions_unexplored:cold_boreal_forest, CREATURE, minecraft:chicken, 10, 4, 4
301, icy, regions_unexplored:cold_boreal_forest, CREATURE, minecraft:cow, 8, 4, 4
302, icy, regions_unexplored:cold_boreal_forest, CREATURE, minecraft:wolf, 8, 4, 4
303, icy, regions_unexplored:cold_boreal_forest, CREATURE, minecraft:rabbit, 5, 2, 3
304, icy, regions_unexplored:cold_boreal_forest, CREATURE, minecraft:fox, 8, 2, 4
305, icy, regions_unexplored:cold_boreal_forest, AMBIENT, minecraft:bat, 10, 8, 8
306, icy, regions_unexplored:cold_boreal_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
307, forest, regions_unexplored:cold_deciduous_forest, MONSTER, minecraft:spider, 80, 4, 4
308, forest, regions_unexplored:cold_deciduous_forest, MONSTER, minecraft:zombie, 80, 4, 4
