1, private, regions_unexplored:alpha_grove, MONSTER, minecraft:spider, 80, 4, 4
117, badlands, minecraft:badlands, MONSTER, minecraft:zombie_villager, 5, 1, 1
118, badlands, minecraft:badlands, MONSTER, minecraft:skeleton, 80, 4, 4
119, badlands, minecraft:badlands, MONSTER, minecraft:creeper, 80, 4, 4
120, badlands, minecraft:badlands, MONSTER, minecraft:slime, 80, 4, 4
121, badlands, minecraft:badlands, MONSTER, minecraft:enderman, 10, 1, 4
122, badlands, minecraft:badlands, MONSTER, minecraft:witch, 5, 1, 1
123, badlands, minecraft:badlands, MONSTER, uselessreptile:moleclaw, 80, 1, 1
124, badlands, minecraft:badlands, MONSTER, graveyard:nightmare, 10, 1, 1
125, badlands, minecraft:badlands, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
126, badlands, minecraft:badlands, AMBIENT, minecraft:bat, 10, 8, 8
127, badlands, minecraft:badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
128, badlands, tectonic:badlands_spires, MONSTER, minecraft:spider, 80, 4, 4
129, badlands, tectonic:badlands_spires, MONSTER, minecraft:zombie, 80, 4, 4
130, badlands, tectonic:badlands_spires, MONSTER, minecraft:zombie_villager, 5, 1, 1
131, badlands, tectonic:badlands_spires, MONSTER, minecraft:skeleton, 80, 4, 4
132, badlands, tectonic:badlands_spires, MONSTER, minecraft:creeper, 80, 4, 4
133, badlands, tectonic:badlands_spires, MONSTER, minecraft:slime, 80, 4, 4
134, badlands, tectonic:badlands_spires, MONSTER, minecraft:enderman, 10, 1, 4
135, badlands, tectonic:badlands_spires, MONSTER, minecraft:witch, 5, 1, 1
136, badlands, tectonic:badlands_spires, MONSTER, uselessreptile:moleclaw, 80, 1, 1
137, badlands, tectonic:badlands_spires, MONSTER, graveyard:nightmare, 10, 1, 1
138, badlands, tectonic:badlands_spires, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
139, badlands, tectonic:badlands_spires, AMBIENT, minecraft:bat, 10, 8, 8
140, badlands, tectonic:badlands_spires, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
141, jungle, regions_unexplored:bamboo_forest, MONSTER, minecraft:spider, 80, 4, 4
142, jungle, regions_unexplored:bamboo_forest, MONSTER, minecraft:zombie, 80, 4, 4
143, jungle, regions_unexplored:bamboo_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
144, jungle, regions_unexplored:bamboo_forest, MONSTER, minecraft:skeleton, 80, 4, 4
145, jungle, regions_unexplored:bamboo_forest, MONSTER, minecraft:creeper, 80, 4, 4
146, jungle, regions_unexplored:bamboo_forest, MONSTER, minecraft:slime, 80, 4, 4
147, jungle, regions_unexplored:bamboo_forest, MONSTER, minecraft:enderman, 10, 1, 4
148, jungle, regions_unexplored:bamboo_forest, MONSTER, minecraft:witch, 5, 1, 1
149, jungle, regions_unexplored:bamboo_forest, MONSTER, uselessreptile:moleclaw, 80, 1, 1
150, jungle, regions_unexplored:bamboo_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
151, jungle, regions_unexplored:bamboo_forest, CREATURE, minecraft:sheep, 12, 4, 4
152, jungle, regions_unexplored:bamboo_forest, CREATURE, minecraft:pig, 10, 4, 4
153, jungle, regions_unexplored:bamboo_forest, CREATURE, minecraft:chicken, 10, 4, 4
154, jungle, regions_unexplored:bamboo_forest, CREATURE, minecraft:cow, 8, 4, 4
155, jungle, regions_unexplored:bamboo_forest, CREATURE, minecraft:chicken, 10, 4, 4
156, jungle, regions_unexplored:bamboo_forest, CREATURE, minecraft:panda, 80, 1, 2
157, jungle, regions_unexplored:bamboo_forest, AMBIENT, minecraft:bat, 10, 8, 8
158, jungle, regions_unexplored:bamboo_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
159, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:spider, 80, 4, 4
160, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:zombie, 80, 4, 4
161, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:zombie_villager, 5, 1, 1
162, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:skeleton, 80, 4, 4
163, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:creeper, 80, 4, 4
164, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:slime, 80, 4, 4
165, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:enderman, 10, 1, 4
166, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:witch, 5, 1, 1
167, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:ocelot, 5, 1, 1
168, jungle, minecraft:bamboo_jungle, MONSTER, uselessreptile:moleclaw, 80, 1, 1
169, jungle, minecraft:bamboo_jungle, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
170, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:sheep, 12, 4, 4
171, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:pig, 10, 4, 4
172, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:chicken, 10, 4, 4
173, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:cow, 8, 4, 4
174, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:chicken, 10, 4, 4
175, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:parrot, 40, 1, 2
176, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:panda, 80, 1, 2
177, jungle, minecraft:bamboo_jungle, AMBIENT, minecraft:bat, 10, 8, 8
178, jungle, minecraft:bamboo_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
179, private, regions_unexplored:baobab_savanna, MONSTER, minecraft:spider, 80, 4, 4
180, private, regions_unexplored:baobab_savanna, MONSTER, minecraft:zombie, 80, 4, 4
181, private, regions_unexplored:baobab_savanna, MONSTER, minecraft:zombie_villager, 5, 1, 1
182, private, regions_unexplored:baobab_savanna, MONSTER, minecraft:skeleton, 80, 4, 4
183, private, regions_unexplored:baobab_savanna, MONSTER, minecraft:creeper, 80, 4, 4
184, private, regions_unexplored:baobab_savanna, MONSTER, minecraft:slime, 80, 4, 4
185, private, regions_unexplored:baobab_savanna, MONSTER, minecraft:enderman, 10, 1, 4
186, private, regions_unexplored:baobab_savanna, MONSTER, minecraft:witch, 5, 1, 1
187, private, regions_unexplored:baobab_savanna, MONSTER, uselessreptile:moleclaw, 80, 1, 1
188, private, regions_unexplored:baobab_savanna, MONSTER, graveyard:nightmare, 10, 1, 1
189, private, regions_unexplored:baobab_savanna, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
190, private, regions_unexplored:baobab_savanna, CREATURE, minecraft:sheep, 12, 4, 4
191, private, regions_unexplored:baobab_savanna, CREATURE, minecraft:pig, 10, 4, 4
192, private, regions_unexplored:baobab_savanna, CREATURE, minecraft:chicken, 10, 4, 4
193, private, regions_unexplored:baobab_savanna, CREATURE, minecraft:cow, 8, 4, 4
194, private, regions_unexplored:baobab_savanna, CREATURE, minecraft:horse, 5, 2, 6
195, private, regions_unexplored:baobab_savanna, CREATURE, minecraft:donkey, 5, 1, 3
196, private, regions_unexplored:baobab_savanna, AMBIENT, minecraft:bat, 10, 8, 8
197, private, regions_unexplored:baobab_savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
198, plains, regions_unexplored:barley_fields, MONSTER, minecraft:spider, 80, 4, 4
199, plains, regions_unexplored:barley_fields, MONSTER, minecraft:zombie, 80, 4, 4
200, plains, regions_unexplored:barley_fields, MONSTER, minecraft:zombie_villager, 5, 1, 1
201, plains, regions_unexplored:barley_fields, MONSTER, minecraft:skeleton, 80, 4, 4
202, plains, regions_unexplored:barley_fields, MONSTER, minecraft:creeper, 80, 4, 4
203, plains, regions_unexplored:barley_fields, MONSTER, minecraft:slime, 80, 4, 4
204, plains, regions_unexplored:barley_fields, MONSTER, minecraft:enderman, 10, 1, 4
205, plains, regions_unexplored:barley_fields, MONSTER, minecraft:witch, 5, 1, 1
206, plains, regions_unexplored:barley_fields, MONSTER, uselessreptile:moleclaw, 80, 1, 1
207, plains, regions_unexplored:barley_fields, MONSTER, graveyard:nightmare, 10, 1, 1
208, plains, regions_unexplored:barley_fields, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
209, plains, regions_unexplored:barley_fields, CREATURE, minecraft:sheep, 12, 4, 4
210, plains, regions_unexplored:barley_fields, CREATURE, minecraft:pig, 10, 4, 4
211, plains, regions_unexplored:barley_fields, CREATURE, minecraft:chicken, 10, 4, 4
212, plains, regions_unexplored:barley_fields, CREATURE, minecraft:cow, 8, 4, 4
213, plains, regions_unexplored:barley_fields, CREATURE, minecraft:horse, 5, 2, 6
214, plains, regions_unexplored:barley_fields, CREATURE, minecraft:donkey, 5, 1, 3
215, plains, regions_unexplored:barley_fields, AMBIENT, minecraft:bat, 10, 8, 8
216, plains, regions_unexplored:barley_fields, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
217, nether, minecraft:basalt_deltas, MONSTER, minecraft:ghast, 40, 1, 1
218, nether, minecraft:basalt_deltas, MONSTER, minecraft:magma_cube, 80, 2, 5
219, nether, minecraft:basalt_deltas, MONSTER, minecraft:zombified_piglin, 5, 1, 4
220, nether, minecraft:basalt_deltas, CREATURE, minecraft:strider, 60, 1, 2
221, swamp, regions_unexplored:bayou, MONSTER, minecraft:spider, 80, 4, 4
222, swamp, regions_unexplored:bayou, MONSTER, minecraft:zombie, 80, 4, 4
223, swamp, regions_unexplored:bayou, MONSTER, minecraft:zombie_villager, 5, 1, 1
224, swamp, regions_unexplored:bayou, MONSTER, minecraft:skeleton, 80, 4, 4
225, swamp, regions_unexplored:bayou, MONSTER, minecraft:creeper, 80, 4, 4
226, swamp, regions_unexplored:bayou, MONSTER, minecraft:slime, 80, 4, 4
227, swamp, regions_unexplored:bayou, MONSTER, minecraft:enderman, 10, 1, 4
228, swamp, regions_unexplored:bayou, MONSTER, minecraft:witch, 5, 1, 1
229, swamp, regions_unexplored:bayou, MONSTER, minecraft:slime, 5, 1, 1
230, swamp, regions_unexplored:bayou, MONSTER, graveyard:ghoul, 25, 2, 5
231, swamp, regions_unexplored:bayou, MONSTER, uselessreptile:moleclaw, 80, 1, 1
232, swamp, regions_unexplored:bayou, MONSTER, graveyard:nightmare, 10, 1, 1
233, swamp, regions_unexplored:bayou, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
234, swamp, regions_unexplored:bayou, CREATURE, minecraft:sheep, 12, 4, 4
235, swamp, regions_unexplored:bayou, CREATURE, minecraft:pig, 10, 4, 4
236, swamp, regions_unexplored:bayou, CREATURE, minecraft:chicken, 10, 4, 4
237, swamp, regions_unexplored:bayou, CREATURE, minecraft:cow, 8, 4, 4
238, swamp, regions_unexplored:bayou, CREATURE, uselessreptile:wyvern, 5, 1, 1
239, swamp, regions_unexplored:bayou, AMBIENT, minecraft:bat, 10, 8, 8
240, swamp, regions_unexplored:bayou, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
241, beach, minecraft:beach, MONSTER, minecraft:spider, 80, 4, 4
242, beach, minecraft:beach, MONSTER, minecraft:zombie, 80, 4, 4
243, beach, minecraft:beach, MONSTER, minecraft:zombie_villager, 5, 1, 1
244, beach, minecraft:beach, MONSTER, minecraft:skeleton, 80, 4, 4
245, beach, minecraft:beach, MONSTER, minecraft:creeper, 80, 4, 4
246, beach, minecraft:beach, MONSTER, minecraft:slime, 80, 4, 4
247, beach, minecraft:beach, MONSTER, minecraft:enderman, 10, 1, 4
248, beach, minecraft:beach, MONSTER, minecraft:witch, 5, 1, 1
249, beach, minecraft:beach, MONSTER, uselessreptile:moleclaw, 80, 1, 1
250, beach, minecraft:beach, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
251, beach, minecraft:beach, CREATURE, minecraft:turtle, 5, 2, 5
252, beach, minecraft:beach, AMBIENT, minecraft:bat, 10, 8, 8
253, beach, minecraft:beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
254, private, regions_unexplored:bioshroom_caves, MONSTER, minecraft:spider, 80, 4, 4
255, private, regions_unexplored:bioshroom_caves, MONSTER, minecraft:zombie, 80, 4, 4
256, private, regions_unexplored:bioshroom_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
257, private, regions_unexplored:bioshroom_caves, MONSTER, minecraft:skeleton, 80, 4, 4
258, private, regions_unexplored:bioshroom_caves, MONSTER, minecraft:creeper, 80, 4, 4
259, private, regions_unexplored:bioshroom_caves, MONSTER, minecraft:slime, 80, 4, 4
260, private, regions_unexplored:bioshroom_caves, MONSTER, minecraft:enderman, 10, 1, 4
261, private, regions_unexplored:bioshroom_caves, MONSTER, minecraft:witch, 5, 1, 1
262, private, regions_unexplored:bioshroom_caves, MONSTER, uselessreptile:moleclaw, 80, 1, 1
263, private, regions_unexplored:bioshroom_caves, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
264, private, regions_unexplored:bioshroom_caves, AMBIENT, minecraft:bat, 10, 8, 8
265, private, regions_unexplored:bioshroom_caves, AXOLOTLS, minecraft:axolotl, 10, 4, 6
266, private, regions_unexplored:bioshroom_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
267, private, regions_unexplored:bioshroom_caves, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
268, forest, minecraft:birch_forest, MONSTER, minecraft:spider, 80, 4, 4
269, forest, minecraft:birch_forest, MONSTER, minecraft:zombie, 80, 4, 4
270, forest, minecraft:birch_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
271, forest, minecraft:birch_forest, MONSTER, minecraft:skeleton, 80, 4, 4
272, forest, minecraft:birch_forest, MONSTER, minecraft:creeper, 80, 4, 4
273, forest, minecraft:birch_forest, MONSTER, minecraft:slime, 80, 4, 4
274, forest, minecraft:birch_forest, MONSTER, minecraft:enderman, 10, 1, 4
275, forest, minecraft:birch_forest, MONSTER, minecraft:witch, 5, 1, 1
276, forest, minecraft:birch_forest, MONSTER, direbats:direbat, 36, 1, 3
277, forest, minecraft:birch_forest, MONSTER, graveyard:ghoul, 25, 2, 5
278, forest, minecraft:birch_forest, MONSTER, uselessreptile:moleclaw, 80, 1, 1
279, forest, minecraft:birch_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
280, forest, minecraft:birch_forest, CREATURE, minecraft:sheep, 12, 4, 4
281, forest, minecraft:birch_forest, CREATURE, minecraft:pig, 10, 4, 4
282, forest, minecraft:birch_forest, CREATURE, minecraft:chicken, 10, 4, 4
283, forest, minecraft:birch_forest, CREATURE, minecraft:cow, 8, 4, 4
284, forest, minecraft:birch_forest, AMBIENT, minecraft:bat, 10, 8, 8
285, forest, minecraft:birch_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
286, nether, regions_unexplored:blackstone_basin, MONSTER, minecraft:zombified_piglin, 25, 4, 4
287, nether, regions_unexplored:blackstone_basin, MONSTER, minecraft:wither_skeleton, 20, 1, 4
288, nether, regions_unexplored:blackstone_basin, MONSTER, minecraft:enderman, 5, 1, 2
289, nether, regions_unexplored:blackstone_basin, MONSTER, minecraft:ghast, 3, 4, 4
290, nether, regions_unexplored:blackstone_basin, CREATURE, minecraft:strider, 60, 1, 2
291, forest, regions_unexplored:blackwood_forest, MONSTER, minecraft:slime, 8, 4, 4
292, forest, regions_unexplored:blackwood_forest, MONSTER, minecraft:spider, 80, 4, 4
293, forest, regions_unexplored:blackwood_forest, MONSTER, minecraft:zombie, 80, 4, 4
294, forest, regions_unexplored:blackwood_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
295, forest, regions_unexplored:blackwood_forest, MONSTER, minecraft:skeleton, 80, 4, 4
296, forest, regions_unexplored:blackwood_forest, MONSTER, minecraft:creeper, 80, 4, 4
297, forest, regions_unexplored:blackwood_forest, MONSTER, minecraft:slime, 80, 4, 4
298, forest, regions_unexplored:blackwood_forest, MONSTER, minecraft:enderman, 10, 1, 4
299, forest, regions_unexplored:blackwood_forest, MONSTER, minecraft:witch, 5, 1, 1
300, forest, regions_unexplored:blackwood_forest, MONSTER, direbats:direbat, 36, 1, 3
301, forest, regions_unexplored:blackwood_forest, MONSTER, graveyard:ghoul, 25, 2, 5
302, forest, regions_unexplored:blackwood_forest, MONSTER, uselessreptile:moleclaw, 80, 1, 1
303, forest, regions_unexplored:blackwood_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
304, forest, regions_unexplored:blackwood_forest, CREATURE, minecraft:sheep, 12, 4, 4
305, forest, regions_unexplored:blackwood_forest, CREATURE, minecraft:pig, 10, 4, 4
306, forest, regions_unexplored:blackwood_forest, CREATURE, minecraft:chicken, 10, 4, 4
307, forest, regions_unexplored:blackwood_forest, CREATURE, minecraft:cow, 8, 4, 4
308, forest, regions_unexplored:blackwood_forest, AMBIENT, minecraft:bat, 10, 8, 8
309, forest, regions_unexplored:blackwood_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
310, forest, regions_unexplored:blackwood_forest, WATER_AMBIENT, minecraft:tropical_fish, 5, 1, 5
311, forest, regions_unexplored:boreal_forest, MONSTER, minecraft:spider, 80, 4, 4
312, forest, regions_unexplored:boreal_forest, MONSTER, minecraft:zombie, 80, 4, 4
313, forest, regions_unexplored:boreal_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
